time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
2251.059964,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
5504.548043,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5021.816042,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5440.376369,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5032.911844,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2219.630228,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
4975.846772,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2191.586719,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
4982.612979,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4990.204747,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5803.372478,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5430.736783,0.463869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5513.971399,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
2210.785855,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
5027.806425,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5060.538920,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
3524.063578,0.076806,0,0,0,1,1,0,1,1,0,0.383194,0.460000
2675.528034,0.066250,1,1,0,2,2,0,1,1,0,0.393750,0.460000
5005.560036,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5014.354050,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5042.738617,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5062.422653,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2623.398090,0.080139,2,2,0,1,1,0,1,1,0,0.379861,0.460000
3682.345924,0.080139,2,2,0,0,0,0,1,1,0,0.379861,0.460000
4991.051530,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4997.794890,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4989.734315,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5483.142526,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
7923.680892,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5025.141408,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6577.156481,0.463869,2,2,0,0,0,0,0,0,0,0.000000,0.460000
5468.587196,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
4972.716748,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5002.172889,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5065.101914,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5093.418669,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5069.150255,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5112.935741,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5060.245770,0.474901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5747.710505,0.076806,0,0,0,0,0,0,1,1,0,0.383194,0.460000
5024.279883,0.076806,0,0,0,0,0,0,1,1,0,0.383194,0.460000
2587.808557,0.080139,2,2,0,1,1,0,1,1,0,0.379861,0.460000
8902.745392,0.469091,0,0,0,0,0,0,0,0,0,0.000000,0.460000
5818.354475,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5899.954013,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
3656.239104,0.080139,2,2,0,0,0,0,1,1,0,0.379861,0.460000
5476.509178,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
6416.906484,0.469091,0,0,0,1,1,0,0,0,0,0.000000,0.460000
5785.810654,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5795.497502,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5786.958391,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
5443.352661,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
3640.765358,0.080139,2,2,0,0,0,0,1,1,0,0.379861,0.460000
5784.409081,0.480000,0,0,0,2,2,0,0,0,0,0.000000,0.460000
3521.961367,0.076806,0,0,0,1,1,0,1,1,0,0.383194,0.460000
5441.362298,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
